prompt,response,instructions
"Player has 678 hp and 100 mp. Enemy has 1302 hp and 609 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 3280 hp and 30 mp. Enemy has 2281 hp and 121 mp. Available actions: attack, fire spell, thunder spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [thunder spell] for more damage.
"Player has 1228 hp and 1 mp. Enemy has 4204 hp and 132 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 2968 hp and 66 mp. Enemy has 4423 hp and 289 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1013 hp and 64 mp. Enemy has 4672 hp and 395 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2195 hp and 71 mp. Enemy has 1511 hp and 770 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1117 hp and 74 mp. Enemy has 3332 hp and 690 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3557 hp and 100 mp. Enemy has 1718 hp and 427 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 178 hp and 39 mp. Enemy has 4416 hp and 574 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 3137 hp and 45 mp. Enemy has 833 hp and 587 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 374 hp and 143 mp. Enemy has 3250 hp and 615 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 1747 hp and 102 mp. Enemy has 2236 hp and 710 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1432 hp and 135 mp. Enemy has 3340 hp and 575 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 647 hp and 143 mp. Enemy has 1487 hp and 344 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 4966 hp and 142 mp. Enemy has 3460 hp and 366 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4524 hp and 97 mp. Enemy has 2148 hp and 566 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4858 hp and 82 mp. Enemy has 844 hp and 246 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4670 hp and 27 mp. Enemy has 2800 hp and 85 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [fire spell] for more damage.
"Player has 233 hp and 150 mp. Enemy has 1246 hp and 311 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
"Player has 3834 hp and 147 mp. Enemy has 2885 hp and 87 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 237 hp and 35 mp. Enemy has 1054 hp and 149 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 2431 hp and 24 mp. Enemy has 937 hp and 352 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4997 hp and 32 mp. Enemy has 3943 hp and 184 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [thunder spell] for more damage.
"Player has 291 hp and 82 mp. Enemy has 3934 hp and 152 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 856 hp and 61 mp. Enemy has 1792 hp and 387 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 992 hp and 16 mp. Enemy has 910 hp and 547 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1173 hp and 39 mp. Enemy has 4671 hp and 457 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [blizzard spell] for more damage.
"Player has 471 hp and 114 mp. Enemy has 3200 hp and 477 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 1992 hp and 119 mp. Enemy has 4631 hp and 249 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 353 hp and 7 mp. Enemy has 968 hp and 795 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 385 hp and 44 mp. Enemy has 4597 hp and 340 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 1250 hp and 123 mp. Enemy has 4923 hp and 40 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2235 hp and 119 mp. Enemy has 890 hp and 190 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 333 hp and 6 mp. Enemy has 3439 hp and 747 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use a [potion] to heal.
"Player has 2278 hp and 90 mp. Enemy has 2495 hp and 747 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3596 hp and 124 mp. Enemy has 4565 hp and 667 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1976 hp and 59 mp. Enemy has 886 hp and 136 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2073 hp and 129 mp. Enemy has 2816 hp and 167 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3039 hp and 116 mp. Enemy has 2440 hp and 259 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1952 hp and 101 mp. Enemy has 3010 hp and 215 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
