prompt,response,instructions
"Player has 131 hp and 73 mp. Enemy has 3146 hp and 43 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 3955 hp and 144 mp. Enemy has 3800 hp and 109 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1974 hp and 3 mp. Enemy has 883 hp and 662 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 1036 hp and 0 mp. Enemy has 589 hp and 464 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 4197 hp and 54 mp. Enemy has 3792 hp and 433 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3565 hp and 6 mp. Enemy has 1863 hp and 606 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 13 hp and 108 mp. Enemy has 377 hp and 471 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4048 hp and 16 mp. Enemy has 1715 hp and 708 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 77 hp and 58 mp. Enemy has 3428 hp and 398 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 151 hp and 85 mp. Enemy has 4861 hp and 511 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 3736 hp and 89 mp. Enemy has 2079 hp and 456 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4738 hp and 52 mp. Enemy has 2564 hp and 527 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4718 hp and 127 mp. Enemy has 2367 hp and 610 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1165 hp and 131 mp. Enemy has 2509 hp and 621 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 535 hp and 4 mp. Enemy has 1083 hp and 581 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use a [potion] to heal.
"Player has 2445 hp and 49 mp. Enemy has 3993 hp and 398 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 765 hp and 68 mp. Enemy has 1895 hp and 396 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 4900 hp and 109 mp. Enemy has 3341 hp and 399 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2634 hp and 14 mp. Enemy has 1524 hp and 670 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 3334 hp and 68 mp. Enemy has 877 hp and 605 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3640 hp and 71 mp. Enemy has 4268 hp and 252 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 720 hp and 76 mp. Enemy has 4569 hp and 56 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 3058 hp and 142 mp. Enemy has 4395 hp and 323 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 977 hp and 13 mp. Enemy has 1409 hp and 106 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 4019 hp and 31 mp. Enemy has 1476 hp and 652 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [thunder spell] for more damage.
"Player has 746 hp and 57 mp. Enemy has 4105 hp and 670 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 81 hp and 95 mp. Enemy has 1045 hp and 261 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 1914 hp and 76 mp. Enemy has 1146 hp and 596 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 266 hp and 23 mp. Enemy has 1797 hp and 174 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [elixer] to fully restore health and MP.
"Player has 4560 hp and 75 mp. Enemy has 2434 hp and 241 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2431 hp and 146 mp. Enemy has 604 hp and 355 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4420 hp and 129 mp. Enemy has 1701 hp and 471 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3860 hp and 51 mp. Enemy has 1305 hp and 349 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4679 hp and 87 mp. Enemy has 709 hp and 569 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 4847 hp and 136 mp. Enemy has 4506 hp and 312 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3673 hp and 13 mp. Enemy has 3333 hp and 435 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 2232 hp and 33 mp. Enemy has 1733 hp and 748 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [thunder spell] for more damage.
"Player has 1342 hp and 88 mp. Enemy has 2589 hp and 60 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1174 hp and 58 mp. Enemy has 2555 hp and 697 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3672 hp and 149 mp. Enemy has 3981 hp and 720 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
